text,classification
"@prestoawake123 @ksorbs The leftist cult attacks Christians and Jews all the time. The hate-mongering leftists fear religion will endanger blind obedience to The Party and its Supreme Leader. The racist DNC fka KKK and its MSM want to abolish free speech, but we'll say it anyway: Merry Christmas! #LGB https://t.co/iYFHvm28rQ",0
"RT @sweden: Whats the fuzz with jews. You can't even see if a person is a jew, unless you see their penises, and even if you do, you can't�",0
"Jews are *five times* likelier than non-Jews to be charged with antisemitism in Starmer's Labour, often for anti-Zionism. He is waging war on leftwing Jews in attempt to whip us into line and render us a manageable monolith. This is profoundly antisemitic. https://t.co/BvcgDIVDWd",0
"An emotional yet fitting tribute to the Austrian Jews murdered during the Holocaust. The Wall of Names was inaugurated on the 83rd anniversary of #Kristallnacht in Vienna. It includes all 64,440 Jews murdered by the Nazis.  May the victims' memories be a blessing always.??? https://t.co/rjUKecFYyd",0
@NJEAccountant @nicolejames You know something.. we jews believe Jesus was born... go figure..,0
Half of Britons do not know 6m Jews were murdered in Holocaust https://t.co/GTYlPop9Rq,0
@ananavarro This is the same bloke that said ...If Israel did not exist America wud need to create it! IE Steal Palestine from the Palestinians..gift it to European Jews and ARM those Jews to allow them to annihilate the true owners of Palestine,1
"Dear @Keir_Starmer,  What does it feel like to have expelled more Jews than every previous Labour leader in history combined?  #LabourAntiSemitism  @UKLabour",0
Found a guy on here claiming that the Jews did 9/11...almost quaint. Happy Hanukkah everyone!,0
@RaceMixer1488 I�m not the ignorant one.  You�re paranoid.  Truth -) Jews and Israel want the US thriving as a capitalist meritocracy with people following the law like everyone else does and wants us all living in peace.  Jews and Israel overwhelmingly love the US and what made it great.,0
RT @TheBabylonBee: Ilhan Omar: 'Antisemitism Wouldn't Be A Problem If We Got Rid Of All The Jews' https://t.co/b9ynMepDaa,0
"RT @Fionn_Grunspan: Apparently, Jews forced into not having food is not �extreme evil� https://t.co/Xgh1xaOrFQ",0
"For some reason, the Zionist Jews are very angry with me ....  I must have done something very right....?????? https://t.co/OyHtroi8kC",0
Imagine having a Jewish last name only disrespect my family experience into this only to do a Holocaust inversion and with ignoring te fact that Jews are indigenous to the land https://t.co/kL0GIn42So,0
"No mention in the MSM, Jews are under threat in the UK, and no one gives a damn.  Vile London Gang Carries Off 10-Year-Old-Jewish Boy Walking Back from School - @IsraelVideos https://t.co/SK753q1VTY",0
@ChaplainheArt Why do Christians ignore the fact that Jesus was a JEW? He only preached to Jews and always maintained Jewish traditions. They should read their historical bible.,0
@jasonh123456 @nypost Lack of empathy in everyone who has taken that poison shot. The vaxxed are the new Nazis and us unvaxxed are the Jews.,0
There once was a man from Fox News  Who didn�t like blacks or Jews   His name was Tucker   �Twas a racist fucker   With white supremacist views�,0
"Not gonna play with y�all today. What Messianics are saying is that they have all the benefits of white supremacy in America, they want to retain that, but they also want to be perceived as Jews, just without any of the baggage. https://t.co/k9ApFjVelw",0
"We're self defeatists, Anand. If we were the Jews who survived the Holocaust, we'll still be praising Hitler and the Nazis. Look at how people have come out defending Aurangazeb. They've come out just like those barbaric Central Asian hoards who invaded us the Middle Ages.",0
"@IceQuee39493247 @conspiracyb0t You realize that only my first example was Jews? If you knew your history you'd know that I was referring to Eastern Christians, Heretics and Protestants.",0
"@Josiano52124875 @Catholic4Choice Wrong, because again the Torah didn't say abortion was OK. Also, you have yet to show evidence that the Christian Church, or even the Jews at the time, would have said abortion was OK. Even Josephus, who would have fallen in the camp of Jews who believed a fetus was not legally",0
"23 October 1943 | A transport of 1,035 Jews deported from Rome arrived at #Auschwitz. After the selection 149 men &amp; 47 women were registered in the camp. The remaining 839 people were murdered in gas chambers.   Mario, Mara Cesira &amp; Sandro Sonnino among them. https://t.co/kdzmjsRjWw",0
"@JoshMandelOhio Hey Josh� on behalf of Jews, we don�t claim you. You agree with Mike Flynn�s anti-Semitic crap? Michigan won and so did Biden. Acknowledge it. Live with it. Cope &amp; seethe",0
@ElliottRHams It�s a joke about the mitzvah tanks and them encouraging secular Jews to be religious. Chill.,0
"RT @JoshMandelOhio: Unlike most liberal Jews, President Trump actually has Jewish grandkids.  Trump was the best President for Israel and t�",0
RT @GhostUnit07: @LeiaBryant13 Jesus was a Jew but Jews didn't exist untill after Jesus? I'm so confused.,0
"Passage of the Jews through the Red Sea, 1891 #ivanaivazovsky #romanticism https://t.co/NAOMauIGuG",0
The Consilia of Alessandro Nievo: On Jews and Usury in 15th Century Italy | In Custodia Legis: Law Librarians of Congress https://t.co/ud5Qn9tAZc,0
"@BadVaccineTakes ""My personal belief is driving is more dangerous when you're sober so I make a personal choice to down 6 beers before driving and so the government banned me from driving so that makes me just like the Jews in the Holocaust.""",0
"I�m calling this out, right here, right now. This is wildly misinformed, dangerous and divisive. @briebriejoy, Jews � white or not � absolutely have standing to be *at least* as angry at N*zis as Black folk do. Maybe spend a lil� time learning about 20th century antisemitism?",0
RT @AgainstRevisio1: More information on Polish �collaboration� and the �betrayal� of Jews� https://t.co/mswX7XHMpq,0
"RT @WasiqUK: Treat Jews as people, instead of powerful privileged people.  Reject woke ideology that gives rise to this nonsense theory.  T�",0
"South African Muslim Scholar Ahmed Deedat in 1991: ""I hate the Jews. We all hate the Jews. I hate Israel""  This is the face of radical Islamism. https://t.co/93lb1x2Cc8",0
"@toryboypierce @LBC And what's tomorrow's question? As Germany starts to round up the Jews, isn't it about time we did the same here?",0
"�All Jews Must Die� That�s what the Tree of Life synagogue mass-murderer said, 3 years ago today He stated his intent. Don�t assume another motive because it fits your own views or politics. Antisemitism.  That�s what it was.  Now let�s combat it.  Constantly.  In every form.",0
�Holocaust�the destruction of European Jews�  A seven-chapter online course about the history of the #Holocaust.  Links to all chapters below. https://t.co/Law3fQRRMS,0
@thejpc Is this only for Jews? I would assume the Jewish population is aging overall so they just want to move to warm cheap places,0
RT @dbongino: Deranged activist calls Jews 'neo-Nazis' as part of Antifa-led ad boycott  https://t.co/vUdlEfSL8Z,0
The Squad. Regressive Democrats. They hate America. They hate Jews. They hate Israel. They are leading their party to the extreme Left. #USA #Squad #Democraticparty https://t.co/7bA8tzbefY,0
"@OnkelFester @SMoistpit @Melanie33720945 @shi_fs @malo_j @MuddyPenguins @jeremyfprice @ggelliott1 @Flaffenbam @WaitHereThen @JFayeSF @Canna420Uk @Bringlydingle @HiddenAudio @MindfulDamage @WorstSamaritan @remofjacob @LapIsGOAT @WarrenSm2 @BarneyFife09 @BrianNazarenus @Truthwiththord @luccaskunk @LetDBTellYou @ScientiaPercept @GodflyThe @rkdoctr @TakeThatHistory @MucusMucous @DoubleDoubleJon @CrispyCurry @Galcondude @_truthswordsa @rev_deluxe @MaidelK @HeathenWombat @spikeinthemidge @Sicut_Lupus @BBrown24646528 @AndrewRChapman @umfpt @1pckt @KendallShafer @jools6691 @adrianturner01 @JoeMDodd85 @PearSpheroid @ApostatePod @RTheatheist @albinogoth I mean, right there, that's a Christian worldview. Jews generally are more concerned with what is happening on earth and doing the right thing here. There's not the same concept of heaven or hell. And the whole thing about accepting everything on faith is very Christian--",0
"Yes, because he was making a point about secular US Jews not caring about Israel and that the family that runs the Times and produces harsh coverage of Israel is an example. Strain harder, Maggie.",0
"RT @RashmiDVS: There was never any place for Hindus, Buddhists, Christians, Jews, Sikhs, and Ahmadiyyas in Pakistan. Shias seem to be the l�",0
Third graders forced to dig pretend mass graves in Holocaust reenactment � then told 'Jews ruined Christmas'  https://t.co/nLppdupnOY from @RawStory,0
"Money saved 1200 Jews from annihilation   when Schindler, a German business mogul bribed the Nazi army commandant by paying for the head of each 1200 Jews who were on their way to be incinerated at Autswich  Camp.",0
RT @HTTP_404_NotF: Holocaust Survivor Says Nazis Demonized Jews As 'Spreaders of Disease' https://t.co/eYVX6tbHbG,0
"The only Nazi occupied European country whose inhabitants were able to successfully resist the Holocaust was Denmark. When the Nazis ordered Danish Jews to wear the star of David sewn on their clothes, the next day almost all Danes took to the streets with exactly the same stars https://t.co/yODCeUM8Cl",0
RT @LuciaRendn4: Remember a time in history when they relied on snitches too? People ratting out the Jews.   https://t.co/4Aj21ZHyij,0
@jeanguerre Hateful liberal white bitch Jean Guerrero makes a sport of targeting Jews and blacks like Miller and Elder.,0
"We hear about radical Islam all the time everywhere, but nobody ever mentions how radical Christians and Jews can be until something really terrible, bizarre, slanderous and unavoidable happens. Sounds volumes about how media works. #ExposeChristianSchools",0
@Laconic_donnish Kikes: https://t.co/jK4NPkqMAC,1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
"@Sebasti32122127 @StopJewishHate gotta send all the crypto kikes and christian-zionists also, yes then nuke it.",1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
#goodmorning #BuenosDias #bonjour https://t.co/6UOSZHg80B  @new_gaywanking @PornstarsBrasil @Pornstarboyss� https://t.co/ikvJuN71Wv,0
@GiladAtzmon @TOOEdit Kikes are absolutely filthy,1
@haileyyyyy05 Kikes bobble head collection ??,0
RT @USSLibincident: Ethno nationalism is only considered ok when kikes do it. https://t.co/bbwr7zFNlN,1
�I would probably get a body count of like 30 kikes and then like five police officers because I would also decide� https://t.co/MFUb4xj2ie,0
@BenSwann_ @RonPaulInstitut @seanhannity Can we just flush the fucking kikes already? They're stinking up the place� https://t.co/Satx1qtXFA,1
"@LadyThriller69 Who cares if some racist is running around calling people niggers (or cracker, or kikes, or whateve� https://t.co/EpwMpG7MSk",0
"@DrNinaMReich @LMUEXP Dr. Nina is a known ANTISEMITE. She marched for BDS and called Jewish people ""kikes"" during a� https://t.co/KSJxzYxgjI",0
"@greysfaer I mean he's just yelling Hail Victory and fuming about kikes and ""octaroons"".  There's no way that could turn violent.",0
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
"@Etika The hell are spics,kikes and wetbacks???",0
"Kikes Koons &amp; Kittens = KKK including the female head of KKK i.e., Margaret Sanger who postulated that it cost less� https://t.co/xuUP70q7ND",0
@blop08111343 Kikes,1
"@Rtt58884370 @ali_shoeib1 Kikes aren't Human,they are lechees",1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
2) �Hillary routinely referred to Jews as either �fuckin� Jew bastards� or �stupid kikes.�� https://t.co/x5LX7ksILI https://t.co/X0pvo3MVDB,0
"""Little fucking kikes. They get ruled by people like me. Little fucking octaroons. My ancestors enslaved those litt� https://t.co/3l6DKM1BIL",0
"You hate pedos because you hate kikes, you fucking anti semite.",0
@B14645241 @WaladShami May I suggest he called my people kikes on this platform?,0
RT @Purbita9: #AdiZaMountThisAward Aditi Rathore is daring she directly kikes adiza VMS,0
RT @rmc031: The website said it had promoted Gabbard to �make the Jews go nuts� and �trigger the kikes.� https://t.co/132J6hlxQX,0
had to go to Israel today ?? it�s fine ???? i love kikes ??,1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
"Christopher Cantwell, podcast interview highlights: ""I�m like ok, let�s f**king gas the kikes...because once I real� https://t.co/x7wVaEbu0s",0
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
Kikes dad just came back from the kickback with an ice cream sandwich for me and nobody else cause he loves me ??,0
"The �minion of white supremacists� educating, empowering and ARMING the �niggers, chinks, kikes, and wetbacks� Cool� https://t.co/bgtFqSD5yE",0
"@Cloudflare My dude let me tell you. /pol/has had 10 times more ""the kikes"" or ""the fags"" or ""the blacks"" threads s� https://t.co/xMQcqiuH5m",0
RT @USSLibincident: Ethno nationalism is only considered ok when kikes do it. https://t.co/bbwr7zFNlN,1
More like little kikes https://t.co/KO8RYcCCEd,0
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
�I would probably get a body count of like 30 kikes and then like five police officers because I would also decide� https://t.co/MFUb4xj2ie,0
perverts and kikes,1
"locals at the comments, like fr yall are that lifeless kikes and it shows ??",0
"Fuck this shit it's not worth it. Niggers are stupid, kikes are evil, beaners are a mix of both and asians are just� https://t.co/pmJmngZKRl",1
what is with these goddamn likes and their goddamn worship of CUNTS. fucking faggot kikes and cunts,1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
@memefess Gas 'em kikes,1
#goodmorning #BuenosDias #bonjour https://t.co/6UOSZHg80B  @new_gaywanking @PornstarsBrasil @Pornstarboyss� https://t.co/ikvJuN71Wv,0
@AmusiaPrussia @glory243matondo @AltHistoryHub *kikes,0
@THEBRAVESTWITCH ??: well.......u dont know if he kikes u too....so...?,0
They decide to finally report on assange injustice only when it's done by Trump. Fucking kikes you know he's keepin� https://t.co/gvMrB4L2pe,1
"@jbouie well, he has a point speaking for my fellow kikes, we are untrustworthy, esp when cash is involved",0
"@bopanc Wow!, Merkel has let in illegals Migrants, and most are Muslims, and they want to push out Kikes!",0
"@TamaraSmith57 I don't see ""kikes"" ?",1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
#goodmorning #BuenosDias #bonjour https://t.co/6UOSZHg80B  @new_gaywanking @PornstarsBrasil @Pornstarboyss� https://t.co/ikvJuN71Wv,0
@AJCGlobal Calm down you kikes have forgotten what happened to you 80 years ago. Now you�re doing the same thing to others,1
"@silkandglitters pick your head up, queen of the kikes; your crown is falling...",1
"@cashmoneyglock @CptBlackPill If I wear a suit normie liberals will be stupid too figure out I hate the kikes, heh� https://t.co/epM9k8Oejf",1
"Happy Channukah, my kikes",0
@Theodores_game theo-theo de cutest kikes HDHSJRS. he helps wit koko lots nd he de cutest hehe,0
'Clear the Kikes From Ukraine!'  When same vicious anti-Semitism is voiced by a far right militia leader &amp; a Ukrain� https://t.co/4uLVF43SmH,0
fuck kikes.,1
"There�s two possible conclusions, but one of them is for sure: the Kikes from Hollywood are mocking the Lord (again)",1
"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0
@ivanedlm @vox_es @VOX_NewYork Dont trust in kikes ;),1
@MeIGibsonFan34 @vsvsq1 No kikes,0
2) �Hillary routinely referred to Jews as either �fuckin� Jew bastards� or �stupid kikes.�� https://t.co/x5LX7ksILI https://t.co/X0pvo3MVDB,0
"""I'm not antisemitic! That's just what the kikes want you to think!""",0
"@CB_HTID @IlhanMN Meanwhile in Charlottesville you had Americans with SS and Nazi flags chanting ""kill the kikes ra� https://t.co/V7RzYdDCdV",0
@bestern_west @1350Groyper Then how do kikes have such influence on the shape of western world? I'm not disagreeing� https://t.co/Jlhbe34ti3,1
"@benshapiro Hey Ben, if straight dudes can call gay people Queers, can I call Jews Kikes? like it's the same thing so its ok isn't it?",0
@fagonwiiuin144p ative Americans iggers and o more kikes!,1
"The �minion of white supremacists� educating, empowering and ARMING the �niggers, chinks, kikes, and wetbacks� Cool� https://t.co/bgtFqSD5yE",0
Shut the fuck up Derek only reason ur not depressed is you'll gradly take checks from a bunch of kikes at adult swim,1
"@EdKrassen @AOC @IlhanMN @nypost Jews like you arent even jews, you are nothing but kikes and extreme left, terrori� https://t.co/C4yyzj0ffb",1
"Let's see, he hates women (rapes them then blames it on others), Whitey (honkey's/Crackers), Jews (kikes) and NOW g� https://t.co/0CEj6i40Vm",0
"@NickGriffinBU This audio of Richard Spencer absolutely fucking losing it, raging about kikes and how people like h� https://t.co/ku7C52wN1C",0
"Geez, the kikes are everywhere.",1
@AliDawow It was pretty obvious the moment he admitted to being a zionazi,1
@codepink Since Zionazi #terrorUSt$ ideologues of #USrael have yet to get the U.S. beyond economic war sanctions on� https://t.co/L0A7A3fw02,1
"@_samisaviv @TynesideCelt @GnasherJew @heathmints @jeremycorbyn @CST_UK ""Zionazis""? How could any one even THINK such a thing????!!!",1
"A jew hating antisemite tweets: �You�re a ZioNazi, facist, IsraHell apartheid loving, occupying child murdering Zio� https://t.co/4GlNFj59aG",0
"Israel quit their status as a Democracy, instead declared an IDF Nation State 2 pursue Zionazism Genocide, Land Inv� https://t.co/kqsBp0ejyB",1
"A jew hating antisemite tweets: �You�re a ZioNazi, facist, IsraHell apartheid loving, occupying child murdering Zio� https://t.co/4GlNFj59aG",0
Workshopping list of things to call Kamala Harris:  Cop Jailer Snitch Narc Flerp Halliburton zionazi Woman  Feedback appreciated,1
Workshopping list of things to call Kamala Harris:  Cop Jailer Snitch Narc Flerp Halliburton zionazi Woman  Feedback appreciated,1
"@DNC ZioNazism Policy Supporter HRC: ""If I'm President, We Will Attack Iran..We Would be Able 2Totally Obliterate T� https://t.co/avx78ReXXM",1
"@DNC ZioNazism Policy Supporter HRC: ""If I'm President, We Will Attack Iran..We Would be Able 2Totally Obliterate T� https://t.co/avx78ReXXM",1
@178kakapo Zionazis #IsraeliCrimes #BDS,1
"A man in Canada threatened to massacre Jews he called 'zionazis' - a term widely used in the extreme left, while wo� https://t.co/lPfLWbPV7B",0
Netanyahu order IDF to shoot Children @i24NEWS_EN  Israel's Future does not lie with a Hitler's Bastardized Zionazi� https://t.co/PoQlBLzxY8,1
@Maq_one Zionazi ragpickers recognize only their dhokla dalals .,1
@Mondoweiss @bariweiss Double standard? ??what world is that Zionazi living in?? Israel gets away w/murder. Quite li� https://t.co/NUCzrQKi2W,1
"@BrandiA41636738 @stoorald @georgegalloway Zionazists and their lord, the Rothschilds in Britain will never allow that to happen.",1
Genocide - Free Palestine https://t.co/1noNGn0srJ  Zionazis in the holy land need to get out. Ppl want peace &amp; Pale� https://t.co/92S9jkMUIF,1
Please read this. International blackmail from the zionazis ADL who have the audacity to call Iceland..... guess wh� https://t.co/i3tvLnbHyc,1
Lebensraum continues unabated SS style Zionazis in Israel Their SS Masters taught them well And they are the civili� https://t.co/NL61xEaPva,1
"ZioNazi calmly says the Torah tells Jews it's OK to kill idol worshippers, including Christians",1
You can't make this shite up. Lying madman says I rocked up to him in local park shouting zionazi and Rothschild. H� https://t.co/FplVIGfFAW,0
@JacobAWohl Jacob (ZioNazi) must go... https://t.co/YF00yTyox8,1
"#DisclosureOnTargeting Global, NWO program with ZioNazi Masonic Satanist Vatican Rothschild fingerprints. Intel age� https://t.co/pGK8hTC1ia",1
"Why do so called ""Western democracies"" shrug off Zionazi terrorism as if it isn't happening on a daily basis?� https://t.co/b840NRlkk2",1
RT @DerorCurrency: Zionazi agent provocateur to run for #EU parliament https://t.co/ynPcFWBZFb,1
Israeli sniper shot Palestinian security officer in Gaza - USA Backed Steal Land ZIONAZISM @housedemocrats� https://t.co/VteRErMoB3,1
"Israeli navy attacks Gaza fishermen, detains two - USA Backed ZioNazism @housedemocrats  @housejudiciary� https://t.co/AopagAyaO3",1
@CatPurry9 Abe is just your typical garden variety Zionazi,1
"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC",1
RT @Max_Gross: @CatPurry9 Abe is just your typical garden variety Zionazi,1
"Glenys Wright describes Israelis as 'ZioNazis', reckons the Israeli government were behind ISIL and believes that J� https://t.co/3EDhq1cn6a",0
@haaretzcom Anti-Semitic to call for justice &amp; equality? Thats ZioNazi 101.,1
"Racist apartheid state. Zionazis dont spare even  black soldiers, who protect them.",1
@TRNshow You'll fit right in with the other neoliberal propagandists on the show.  Saw you on Joe Rogan you ZioNazi piece of shit.,1
Zionazi criminals! #IsraeliCrimes #ApartheidIsrael https://t.co/8s0G4plP5a,1
Who Is a Bigger Threat to Democracy: Bibi or Trump?  USA Backed Steal Land ZIONAZISM: @housedemocrats� https://t.co/8hLokxNmOc,1
According to ZioNazis in order for you NOT to be anti Semitic you have to support israel�s murder of Palestinian ch� https://t.co/mXNQQjrsKl,1
Shuttstaffel-- Zionazi style @wsj,1
The so called Bahrain conference &amp; Jared 666 Kushner's 'peace' plan was just a smoke screen for this zionazi terror� https://t.co/mMWDFOc9Fi,1
@KTHopkins Your Anti-Semitism is worthy of the ZioNazi you represent  #GroupPalestine??????#????_??????? https://t.co/NnC6OMz7jL,1
RT @talkestani: Zionazis in action: https://t.co/QVHVPNKSsh,1
@Ibutterfly34 @SamSlamDunkIAm @BernieSanders Another one called me a zionazi bitch they�re lovely,0
America is ruled by Zionazi scum,1
"@RealSarahIdan Bug off, you f'n sellout!! Palestine will be free, no matter the ZioNazi's or their sellout slaves in the Arab world!! #BDS",1
The Zionazi/Catholic cult is not even trying to hide himself anymore. https://t.co/qK4SfWNiRr,1
But Judaism and Zionazism are completely different. /sarc https://t.co/syAfr81XPT,1
"#DisclosureOnTargeting In US, UK, worldwide. NSA/CentralBanker/ZioNazi/Satanist-run. Every single human is under Re� https://t.co/0vdZNos40V",1
"Maybe Tommeh could go live in Israel? He loves  it so much, says he�s a Zionazi and poses with the IDF. He�d be per� https://t.co/ZGfzxiRoWk",1
#ForTheRecord #SwissCheeseandBayonets also brought out long lines of what I can only assume are Hidden Hand ZioNazi� https://t.co/Y5fgNtkSx9,1
"#DisclosureOnTargeting In US, UK, worldwide. NSA/CentralBanker/ZioNazi/Satanist-run. Every single human is under Re� https://t.co/0vdZNos40V",1
According to ZioNazis in order for you NOT to be anti Semitic you have to support israel�s murder of Palestinian ch� https://t.co/mXNQQjrsKl,1
"Hi @TheIHRA,  Maybe the terms Zio, ZioNazi, ZioScum &amp; other similar slurs could be included in your next definition� https://t.co/qj4gVbQnQ9",0
Palestinian child shot by Zionazi israeli sniper.  #Gaza #BDS https://t.co/23VUGqhhck,1
Zionazi terrorists strike again #GazaUnderAttack #IsraeliCrimes #BDS,1
Zionazi agent provocateur to run for #EU parliament https://t.co/ynPcFWBZFb,1
@tedlieu @realDonaldTrump @POTUS I hate zionazis but more i hate president who became bouncer for zionazis,1
@walid970721 @Gerrrty UN says it's Syria! !! Golan is illegally occupied by Zionazis,1
@middleoo Stupid filthy zionazi,1
@RepLeeZeldin We should also reject ZioNazis.,1
"#DisclosureOnTargeting In US, UK, worldwide. NSA/CentralBanker/ZioNazi/Satanist-run. Every single human is under Re� https://t.co/0vdZNos40V",1
Who Is a Bigger Threat to Democracy: Bibi or Trump?  USA Backed Steal Land ZIONAZISM: @housedemocrats� https://t.co/8hLokxNmOc,1
@morgenthau12 @AvivIbnKurnik @talkestani @YourFriendZippy So you are very unpopular. Good to see a zioNazi with acc� https://t.co/lPK5ANTVbZ,1
RT @communicipalist: Zionazi Watch - Mad Dog Attack https://t.co/pRTDJYZnjQ,1
RT @Max_Gross: Zionazis! #IsraeliCrimes https://t.co/q6yaj8lJOe,1
@zzzzubzub @annaleclaire Bingo!  Zionazi is the winning keyword!  ??,1
"@StanCollymore ZioNazi�s running things in the UK afraid of a Labour that condemns racism, apartheid, ethnic cleans� https://t.co/VDO18O1gQ9",1
"@MALJARHI Yep, Twitter is run by zionazis.",1
"@Zwei_Augen Take a deep breath, close your eyes and open your heart. You shall see, ZioNazis do not care about Jews� https://t.co/VJMWTYBkxy",1
"RT @Happybl57987931: @swilkinsonbc The IOC, FIFA and UEFA are all craven cowards who whimper and beg zionazis support.",1
@wisermann @lesterholt @TuckerCarlson Financing and arming Zionazis does the USA no favours,1
"""Zionazi� is a derogatory term for supporters of Israel that combines the words �Zionist� and �Nazi.� In his social� https://t.co/aTojCFZtN5",0
"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC",1
RT @Max_Gross: @wisermann @lesterholt @TuckerCarlson Financing and arming Zionazis does the USA no favours,1
"""I had my face photoshopped into a gas chamber.""   ""My favourite insult was Zionazi Netanyahu wh**re c***t shill.""� https://t.co/aMLBt8D3pa",0
"Tell me again how Judaism is not ZioNazism.  ""It's an evil society. Carpet bomb the lot of them.""  Rabbi David Bar-Hayim  https://t.co/h6tbHGb7pC",1
@VerdiGg The Royal Hypocrite family are zionazi shills and have pwoer shares in Lockheed Martin weapons industry.� https://t.co/Jv2W842fbt,1
@Bella94959362 This feature will be quite helpful for ZioNazis.,1
"@AmichaiStein1 They missed? What a shame... Better luck to them next time. ZioNazis can't be appeased, you see.",1
Zionazis! #IsraeliCrimes https://t.co/q6yaj8lJOe,1
"@MeckeringBoy Settlers? No, invaders! Zionazis! #IsraeliCrimes #ApartheidIsrael",1
Sabatay Zwi and Messia  #GreatIsrael The Kabbalist ZioNazi and The Fall of the Khalifat Ottomans! #Erdogan #Putin #Russia #Israel #EU #USA #Syria  https://t.co/Q0No7h2YKA,1
"Yippie! Between her and Chucky Shumer, the ZioNazi�s can count on continued billions of free USA taxpayer $$ in whi� https://t.co/OSfJaR3XMS",1
@isthiscanada @wisermann Zionazis #Israel,1
@ZeevKlein2 @IDF You always support zionazis?,1
"""We're Going to Take out 7 Countries in 5 Years Iraq_Syria_Lebanon_Libya_Somalia_Sudan &amp; Iran""  ZioNazism� https://t.co/bFinUv0J2u",1
@bariweiss Zionazis who essentially have the worlds largest open air concentration camps.,1
Another zionazi pogrom,1
Zionazism Gov't Employees_Undeclared Israeli Assets_Agents using USA_NATO 2 slaughter muslims 4 Israeli Greater Lebansraum &amp; Syrian Oil Promised 2 R.Murdoch_Rothschild by Netanyahu: Israeli Bribery of @thedemocrats Leadership @whnsc @HASCDemocrats @SenateForeign @HouseForeign @AP,1
@TaxReformExpert Trump bombed ZioNazi Israel? Great man.,1
@anthonyvclark20 Bernie never voted against selling weapons to Saudi Arabia. He is a Zionazi.,1
This ZioNazi US Mafia head will use every dirty blackmail trick in the book. The #Iraq people must not cave in.(#Trump threatens Iraq with �very big sanctions� unless it pays back BILLIONS..) https://t.co/LSmUsqwq4h #CapeTown #SouthAfrica,1
Mark Levine might be an expert on his Zionazist Judaism and US Constitution but he's not an expert on Islam. If descendants of Protestants and Catholics are prostitutes to the Zionazist Jews they Islamic will not surrender. #Naziwasinventedbyzionistsjews.,1
